	web_id	sku_id	attr_name	attr_value	dt	item_third_cate_cd
85	0	1044732	进口/国产	国产	2017-02-28	1602
86	0	1044732	适用场景	其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
87	0	1044733	产品产地	中国大陆	2017-02-28	1602
88	0	1044733	分类	咖啡/可可饮料	2017-02-28	1602
89	0	1044733	包装	独立包装	2017-02-28	1602
90	0	1044733	包装件数	20以上	2017-02-28	1602
91	0	1044733	单件容量	250mL及以下	2017-02-28	1602
92	0	1044733	是否含糖	含糖	2017-02-28	1602
93	0	1044733	进口/国产	国产	2017-02-28	1602
94	0	1044733	适用场景	其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
95	0	1044735	产品产地	中国大陆	2017-02-28	1602
96	0	1044735	分类	功能饮料	2017-02-28	1602
97	0	1044735	功能饮料	运动饮料	2017-02-28	1602
98	0	1044735	包装	独立包装	2017-02-28	1602
99	0	1044735	包装件数	13-20	2017-02-28	1602
100	0	1044735	单件容量	251mL-600mL	2017-02-28	1602
101	0	1044735	口味	其它	2017-02-28	1602
102	0	1044735	是否含糖	含糖	2017-02-28	1602
103	0	1044735	果汁成分含量	其它	2017-02-28	1602
104	0	1044735	碳酸饮料分类	其它	2017-02-28	1602
105	0	1044735	茶饮料系列	其它	2017-02-28	1602
106	0	1044735	进口/国产	国产	2017-02-28	1602
107	0	1044735	适用场景	其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
108	0	1044736	产品产地	中国大陆	2017-02-28	1602
109	0	1044736	分类	功能饮料	2017-02-28	1602
110	0	1044736	功能饮料	运动饮料	2017-02-28	1602
111	0	1044736	包装	独立包装	2017-02-28	1602
112	0	1044736	包装件数	13-20	2017-02-28	1602
113	0	1044736	单件容量	251mL-600mL	2017-02-28	1602
114	0	1044736	口味	其它	2017-02-28	1602
115	0	1044736	是否含糖	含糖	2017-02-28	1602
116	0	1044736	果汁成分含量	100%以下	2017-02-28	1602
117	0	1044736	进口/国产	国产	2017-02-28	1602
118	0	1044736	适用场景	出游#$熬夜/加班#$运动#$餐桌	2017-02-28	1602
119	0	1044739	产品产地	中国大陆	2017-02-28	1602
120	0	1044739	分类	茶饮料	2017-02-28	1602
121	0	1044739	包装件数	20以上	2017-02-28	1602
122	0	1044739	单件容量	250mL及以下	2017-02-28	1602
123	0	1044739	口味	柠檬味	2017-02-28	1602
124	0	1044739	是否含糖	含糖	2017-02-28	1602
125	0	1044739	茶饮料系列	红茶	2017-02-28	1602
126	0	1044739	进口/国产	国产	2017-02-28	1602
127	0	1044739	适用场景	亲子#$其它#$出游#$送礼#$餐桌	2017-02-28	1602
128	0	1073101	产品产地	中国大陆	2017-02-28	1602
129	0	1073101	包装	其它	2017-02-28	1602
130	0	1073101	包装件数	13-20	2017-02-28	1602
131	0	1073101	单件容量	251mL-600mL	2017-02-28	1602
132	0	1073101	口味	其它	2017-02-28	1602
133	0	1073101	进口/国产	国产	2017-02-28	1602
134	0	1073101	适用场景	其它	2017-02-28	1602
135	0	1073106	包装件数	13-20	2017-02-28	1602
136	0	1073106	单件容量	251mL-600mL	2017-02-28	1602
137	0	1073106	口味	混合饮料	2017-02-28	1602
138	0	1073107	产品产地	中国大陆	2017-02-28	1602
139	0	1073107	包装	其它	2017-02-28	1602
140	0	1073107	包装件数	13-20	2017-02-28	1602
141	0	1073107	单件容量	251mL-600mL	2017-02-28	1602
142	0	1073107	口味	混合饮料	2017-02-28	1602
143	0	1073107	进口/国产	国产	2017-02-28	1602
144	0	1073107	适用场景	其它	2017-02-28	1602
145	0	1073108	产品产地	中国大陆	2017-02-28	1602
146	0	1073108	分类	咖啡/可可饮料	2017-02-28	1602
147	0	1073108	包装	便携装	2017-02-28	1602
148	0	1073108	包装件数	1-6	2017-02-28	1602
149	0	1073108	单件容量	251mL-600mL	2017-02-28	1602
150	0	1073108	是否含糖	含糖	2017-02-28	1602
151	0	1073108	进口/国产	国产	2017-02-28	1602
152	0	1073108	适用场景	其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
153	0	1073109	产品产地	中国大陆	2017-02-28	1602
154	0	1073109	分类	咖啡/可可饮料	2017-02-28	1602
155	0	1073109	包装	便携装	2017-02-28	1602
156	0	1073109	包装件数	1-6	2017-02-28	1602
157	0	1073109	单件容量	250mL及以下	2017-02-28	1602
158	0	1073109	口味	其它	2017-02-28	1602
159	0	1073109	是否含糖	含糖	2017-02-28	1602
160	0	1073109	进口/国产	国产	2017-02-28	1602
161	0	1073109	适用场景	其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
162	0	1074537	产品产地	中国大陆	2017-02-28	1602
163	0	1074537	分类	其它	2017-02-28	1602
164	0	1074537	包装	其它	2017-02-28	1602
165	0	1074537	包装件数	20以上	2017-02-28	1602
166	0	1074537	单件容量	250mL及以下	2017-02-28	1602
167	0	1074537	口味	其它	2017-02-28	1602
168	0	1074537	进口/国产	国产	2017-02-28	1602
169	0	1074537	适用场景	其它	2017-02-28	1602
170	0	1083378	产品产地	中国大陆	2017-02-28	1602
171	0	1083378	分类	碳酸饮料	2017-02-28	1602
172	0	1083378	功能饮料	其它	2017-02-28	1602
173	0	1083378	包装	独立包装	2017-02-28	1602
174	0	1083378	包装件数	20以上	2017-02-28	1602
175	0	1083378	单件容量	251mL-600mL	2017-02-28	1602
176	0	1083378	口味	混合饮料	2017-02-28	1602
177	0	1083378	是否含糖	含糖	2017-02-28	1602
178	0	1083378	果汁成分含量	100%以下	2017-02-28	1602
179	0	1083378	碳酸饮料分类	其它#$果味	2017-02-28	1602
180	0	1083378	茶饮料系列	其它	2017-02-28	1602
181	0	1083378	进口/国产	国产	2017-02-28	1602
182	0	1083378	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
183	0	1083379	产品产地	中国大陆	2017-02-28	1602
184	0	1083379	分类	碳酸饮料	2017-02-28	1602
185	0	1083379	功能饮料	其它	2017-02-28	1602
186	0	1083379	包装	独立包装	2017-02-28	1602
187	0	1083379	包装件数	20以上	2017-02-28	1602
188	0	1083379	单件容量	251mL-600mL	2017-02-28	1602
189	0	1083379	口味	其它	2017-02-28	1602
190	0	1083379	是否含糖	含糖	2017-02-28	1602
191	0	1083379	果汁成分含量	100%以下	2017-02-28	1602
192	0	1083379	碳酸饮料分类	其它	2017-02-28	1602
193	0	1083379	茶饮料系列	其它	2017-02-28	1602
194	0	1083379	进口/国产	国产	2017-02-28	1602
195	0	1083379	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
196	0	1084831	产品产地	中国大陆	2017-02-28	1602
197	0	1084831	分类	碳酸饮料	2017-02-28	1602
198	0	1084831	功能饮料	其它	2017-02-28	1602
199	0	1084831	包装	独立包装	2017-02-28	1602
200	0	1084831	包装件数	1-6	2017-02-28	1602
201	0	1084831	单件容量	251mL-600mL	2017-02-28	1602
202	0	1084831	口味	其它	2017-02-28	1602
203	0	1084831	是否含糖	无糖	2017-02-28	1602
204	0	1084831	果汁成分含量	100%以下	2017-02-28	1602
205	0	1084831	碳酸饮料分类	苏打水	2017-02-28	1602
206	0	1084831	茶饮料系列	其它	2017-02-28	1602
207	0	1084831	进口/国产	国产	2017-02-28	1602
208	0	1084831	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
209	0	1084832	产品产地	中国大陆	2017-02-28	1602
210	0	1084832	分类	碳酸饮料	2017-02-28	1602
211	0	1084832	功能饮料	其它	2017-02-28	1602
212	0	1084832	包装	独立包装	2017-02-28	1602
213	0	1084832	包装件数	1-6	2017-02-28	1602
214	0	1084832	单件容量	251mL-600mL	2017-02-28	1602
215	0	1084832	口味	其它	2017-02-28	1602
216	0	1084832	是否含糖	含糖	2017-02-28	1602
217	0	1084832	果汁成分含量	100%以下	2017-02-28	1602
218	0	1084832	碳酸饮料分类	其它#$果味	2017-02-28	1602
219	0	1084832	茶饮料系列	其它	2017-02-28	1602
220	0	1084832	进口/国产	国产	2017-02-28	1602
221	0	1084832	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
222	0	1085210	产品产地	中国大陆	2017-02-28	1602
223	0	1085210	分类	碳酸饮料	2017-02-28	1602
224	0	1085210	功能饮料	其它	2017-02-28	1602
225	0	1085210	包装	组合装	2017-02-28	1602
226	0	1085210	包装件数	1-6	2017-02-28	1602
227	0	1085210	单件容量	1L及以上	2017-02-28	1602
228	0	1085210	口味	苹果味	2017-02-28	1602
229	0	1085210	是否含糖	含糖	2017-02-28	1602
230	0	1085210	果汁成分含量	100%以下	2017-02-28	1602
231	0	1085210	碳酸饮料分类	果味	2017-02-28	1602
232	0	1085210	茶饮料系列	其它	2017-02-28	1602
233	0	1085210	进口/国产	国产	2017-02-28	1602
234	0	1085210	适用场景	其它	2017-02-28	1602
235	0	1085211	产品产地	中国大陆	2017-02-28	1602
236	0	1085211	分类	碳酸饮料	2017-02-28	1602
237	0	1085211	包装	其它	2017-02-28	1602
238	0	1085211	包装件数	7-12	2017-02-28	1602
239	0	1085211	单件容量	251mL-600mL	2017-02-28	1602
240	0	1085211	口味	其它	2017-02-28	1602
241	0	1085211	是否含糖	含糖	2017-02-28	1602
242	0	1085211	碳酸饮料分类	可乐	2017-02-28	1602
243	0	1085211	进口/国产	国产	2017-02-28	1602
244	0	1085211	适用场景	其它#$出游#$熬夜/加班#$运动#$餐桌	2017-02-28	1602
245	0	1085223	产品产地	中国大陆	2017-02-28	1602
246	0	1085223	分类	碳酸饮料	2017-02-28	1602
247	0	1085223	包装	其它	2017-02-28	1602
248	0	1085223	包装件数	1-6	2017-02-28	1602
249	0	1085223	单件容量	1L及以上	2017-02-28	1602
250	0	1085223	口味	橙味	2017-02-28	1602
251	0	1085223	是否含糖	含糖	2017-02-28	1602
252	0	1085223	碳酸饮料分类	果味	2017-02-28	1602
253	0	1085223	进口/国产	国产	2017-02-28	1602
254	0	1085223	适用场景	其它#$出游#$熬夜/加班#$运动#$餐桌	2017-02-28	1602
255	0	1085299	产品产地	中国大陆	2017-02-28	1602
256	0	1085299	分类	碳酸饮料	2017-02-28	1602
257	0	1085299	包装	其它	2017-02-28	1602
258	0	1085299	包装件数	1-6	2017-02-28	1602
259	0	1085299	单件容量	1L及以上	2017-02-28	1602
260	0	1085299	口味	其它	2017-02-28	1602
261	0	1085299	是否含糖	含糖	2017-02-28	1602
262	0	1085299	碳酸饮料分类	可乐	2017-02-28	1602
263	0	1085299	进口/国产	国产	2017-02-28	1602
264	0	1085299	适用场景	其它#$出游#$熬夜/加班#$运动#$餐桌	2017-02-28	1602
265	0	1087165	产品产地	中国大陆	2017-02-28	1602
266	0	1087165	分类	碳酸饮料	2017-02-28	1602
267	0	1087165	功能饮料	其它	2017-02-28	1602
268	0	1087165	包装	其它#$独立包装	2017-02-28	1602
269	0	1087165	包装件数	20以上	2017-02-28	1602
270	0	1087165	单件容量	251mL-600mL	2017-02-28	1602
271	0	1087165	口味	其它	2017-02-28	1602
272	0	1087165	是否含糖	含糖	2017-02-28	1602
273	0	1087165	果汁成分含量	100%以下	2017-02-28	1602
274	0	1087165	碳酸饮料分类	其它	2017-02-28	1602
275	0	1087165	茶饮料系列	其它	2017-02-28	1602
276	0	1087165	进口/国产	国产	2017-02-28	1602
277	0	1087165	适用场景	亲子#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
278	0	1087168	产品产地	中国大陆	2017-02-28	1602
279	0	1087168	分类	碳酸饮料	2017-02-28	1602
280	0	1087168	功能饮料	其它	2017-02-28	1602
281	0	1087168	包装	独立包装	2017-02-28	1602
282	0	1087168	包装件数	1-6	2017-02-28	1602
283	0	1087168	单件容量	251mL-600mL	2017-02-28	1602
284	0	1087168	口味	混合饮料	2017-02-28	1602
285	0	1087168	是否含糖	含糖	2017-02-28	1602
286	0	1087168	果汁成分含量	100%以下	2017-02-28	1602
287	0	1087168	碳酸饮料分类	其它#$果味	2017-02-28	1602
288	0	1087168	茶饮料系列	其它	2017-02-28	1602
289	0	1087168	进口/国产	国产	2017-02-28	1602
290	0	1087168	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
291	0	1087170	产品产地	中国大陆	2017-02-28	1602
292	0	1087170	分类	碳酸饮料	2017-02-28	1602
293	0	1087170	功能饮料	其它	2017-02-28	1602
294	0	1087170	包装	独立包装	2017-02-28	1602
295	0	1087170	包装件数	20以上	2017-02-28	1602
296	0	1087170	单件容量	251mL-600mL	2017-02-28	1602
297	0	1087170	口味	其它	2017-02-28	1602
298	0	1087170	是否含糖	无糖	2017-02-28	1602
299	0	1087170	果汁成分含量	100%以下	2017-02-28	1602
300	0	1087170	碳酸饮料分类	苏打水	2017-02-28	1602
301	0	1087170	茶饮料系列	其它	2017-02-28	1602
302	0	1087170	进口/国产	国产	2017-02-28	1602
303	0	1087170	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
304	0	1088229	产品产地	中国大陆	2017-02-28	1602
305	0	1088229	分类	果味饮料	2017-02-28	1602
306	0	1088229	包装	家庭装#$独立包装	2017-02-28	1602
307	0	1088229	包装件数	20以上	2017-02-28	1602
308	0	1088229	单件容量	250mL及以下	2017-02-28	1602
309	0	1088229	口味	桃子味	2017-02-28	1602
310	0	1088229	是否含糖	含糖	2017-02-28	1602
311	0	1088229	果汁成分含量	100%以下	2017-02-28	1602
312	0	1088229	碳酸饮料分类	果味	2017-02-28	1602
313	0	1088229	进口/国产	国产	2017-02-28	1602
314	0	1088229	适用场景	亲子#$送礼#$餐桌	2017-02-28	1602
315	0	1088243	产品产地	中国大陆	2017-02-28	1602
316	0	1088243	分类	茶饮料	2017-02-28	1602
317	0	1088243	包装	独立包装	2017-02-28	1602
318	0	1088243	包装件数	20以上	2017-02-28	1602
319	0	1088243	单件容量	250mL及以下	2017-02-28	1602
320	0	1088243	口味	柠檬味	2017-02-28	1602
321	0	1088243	是否含糖	含糖	2017-02-28	1602
322	0	1088243	果汁成分含量	100%以下	2017-02-28	1602
323	0	1088243	茶饮料系列	红茶	2017-02-28	1602
324	0	1088243	进口/国产	国产	2017-02-28	1602
325	0	1088243	适用场景	送礼#$餐桌	2017-02-28	1602
326	0	1088246	产品产地	中国大陆	2017-02-28	1602
327	0	1088246	分类	果味饮料	2017-02-28	1602
328	0	1088246	包装	独立包装	2017-02-28	1602
329	0	1088246	包装件数	20以上	2017-02-28	1602
330	0	1088246	单件容量	250mL及以下	2017-02-28	1602
331	0	1088246	口味	橙味	2017-02-28	1602
332	0	1088246	是否含糖	含糖	2017-02-28	1602
333	0	1088246	果汁成分含量	100%以下	2017-02-28	1602
334	0	1088246	进口/国产	国产	2017-02-28	1602
335	0	1088246	适用场景	亲子#$餐桌	2017-02-28	1602
336	0	1088247	产品产地	中国大陆	2017-02-28	1602
337	0	1088247	分类	果味饮料	2017-02-28	1602
338	0	1088247	包装	独立包装	2017-02-28	1602
339	0	1088247	包装件数	20以上	2017-02-28	1602
340	0	1088247	单件容量	250mL及以下	2017-02-28	1602
341	0	1088247	口味	梨味	2017-02-28	1602
342	0	1088247	是否含糖	含糖	2017-02-28	1602
343	0	1088247	果汁成分含量	100%以下	2017-02-28	1602
344	0	1088247	进口/国产	国产	2017-02-28	1602
345	0	1088247	适用场景	亲子#$送礼#$餐桌	2017-02-28	1602
346	0	1088253	产品产地	中国大陆	2017-02-28	1602
347	0	1088253	分类	咖啡/可可饮料	2017-02-28	1602
348	0	1088253	包装	独立包装	2017-02-28	1602
349	0	1088253	包装件数	13-20	2017-02-28	1602
350	0	1088253	单件容量	251mL-600mL	2017-02-28	1602
351	0	1088253	是否含糖	含糖	2017-02-28	1602
352	0	1088253	进口/国产	国产	2017-02-28	1602
353	0	1088253	适用场景	熬夜/加班	2017-02-28	1602
354	0	1088255	产品产地	中国大陆	2017-02-28	1602
355	0	1088255	分类	茶饮料	2017-02-28	1602
356	0	1088255	包装	独立包装	2017-02-28	1602
357	0	1088255	包装件数	20以上	2017-02-28	1602
358	0	1088255	单件容量	250mL及以下	2017-02-28	1602
359	0	1088255	口味	混合果味#$混合饮料	2017-02-28	1602
360	0	1088255	是否含糖	含糖	2017-02-28	1602
361	0	1088255	果汁成分含量	100%以下	2017-02-28	1602
362	0	1088255	茶饮料系列	奶茶	2017-02-28	1602
363	0	1088255	适用场景	亲子#$送礼#$餐桌	2017-02-28	1602
364	0	1088257	产品产地	中国大陆	2017-02-28	1602
365	0	1088257	分类	茶饮料	2017-02-28	1602
366	0	1088257	包装	独立包装	2017-02-28	1602
367	0	1088257	包装件数	20以上	2017-02-28	1602
368	0	1088257	单件容量	250mL及以下	2017-02-28	1602
369	0	1088257	口味	混合饮料	2017-02-28	1602
370	0	1088257	是否含糖	含糖	2017-02-28	1602
371	0	1088257	茶饮料系列	奶茶	2017-02-28	1602
372	0	1088257	进口/国产	国产	2017-02-28	1602
373	0	1088257	适用场景	熬夜/加班#$送礼#$餐桌	2017-02-28	1602
374	0	1088258	产品产地	中国大陆	2017-02-28	1602
375	0	1088258	分类	茶饮料	2017-02-28	1602
376	0	1088258	包装	独立包装	2017-02-28	1602
377	0	1088258	包装件数	20以上	2017-02-28	1602
378	0	1088258	单件容量	250mL及以下	2017-02-28	1602
379	0	1088258	口味	混合饮料	2017-02-28	1602
380	0	1088258	是否含糖	含糖	2017-02-28	1602
381	0	1088258	茶饮料系列	奶茶	2017-02-28	1602
382	0	1088258	进口/国产	国产	2017-02-28	1602
383	0	1088258	适用场景	送礼#$餐桌	2017-02-28	1602
384	0	1088259	产品产地	中国大陆	2017-02-28	1602
385	0	1088259	分类	茶饮料	2017-02-28	1602
386	0	1088259	包装	独立包装	2017-02-28	1602
387	0	1088259	包装件数	13-20	2017-02-28	1602
388	0	1088259	单件容量	251mL-600mL	2017-02-28	1602
389	0	1088259	口味	混合饮料	2017-02-28	1602
390	0	1088259	是否含糖	含糖	2017-02-28	1602
391	0	1088259	茶饮料系列	奶茶	2017-02-28	1602
392	0	1088259	进口/国产	国产	2017-02-28	1602
393	0	1088262	产品产地	中国大陆	2017-02-28	1602
394	0	1088262	分类	咖啡/可可饮料	2017-02-28	1602
395	0	1088262	包装	独立包装	2017-02-28	1602
396	0	1088262	包装件数	13-20	2017-02-28	1602
397	0	1088262	单件容量	251mL-600mL	2017-02-28	1602
398	0	1088262	是否含糖	含糖	2017-02-28	1602
399	0	1088262	进口/国产	国产	2017-02-28	1602
400	0	1088262	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
401	0	1088268	产品产地	中国大陆	2017-02-28	1602
402	0	1088268	分类	碳酸饮料	2017-02-28	1602
403	0	1088268	功能饮料	运动饮料	2017-02-28	1602
404	0	1088268	包装	独立包装	2017-02-28	1602
405	0	1088268	包装件数	13-20	2017-02-28	1602
406	0	1088268	单件容量	251mL-600mL	2017-02-28	1602
407	0	1088268	口味	柠檬味	2017-02-28	1602
408	0	1088268	是否含糖	含糖	2017-02-28	1602
409	0	1088268	果汁成分含量	100%以下	2017-02-28	1602
410	0	1088268	碳酸饮料分类	果味	2017-02-28	1602
411	0	1088268	进口/国产	国产	2017-02-28	1602
412	0	1088268	适用场景	出游#$运动	2017-02-28	1602
413	0	1093183	产品产地	中国大陆	2017-02-28	1602
414	0	1093183	分类	中草药饮料	2017-02-28	1602
415	0	1093183	包装	独立包装	2017-02-28	1602
416	0	1093183	包装件数	20以上	2017-02-28	1602
417	0	1093183	单件容量	250mL及以下	2017-02-28	1602
418	0	1093183	口味	其它	2017-02-28	1602
419	0	1093183	茶饮料系列	其它	2017-02-28	1602
420	0	1093183	进口/国产	国产	2017-02-28	1602
421	0	1093183	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
422	0	1109752	产品产地	中国大陆	2017-02-28	1602
423	0	1109752	分类	茶饮料	2017-02-28	1602
424	0	1109752	功能饮料	其它	2017-02-28	1602
425	0	1109752	包装	礼盒装	2017-02-28	1602
426	0	1109752	包装件数	7-12	2017-02-28	1602
427	0	1109752	单件容量	251mL-600mL	2017-02-28	1602
428	0	1109752	口味	其它	2017-02-28	1602
429	0	1109752	是否含糖	含糖	2017-02-28	1602
430	0	1109752	果汁成分含量	其它	2017-02-28	1602
431	0	1109752	碳酸饮料分类	其它	2017-02-28	1602
432	0	1109752	茶饮料系列	其它	2017-02-28	1602
433	0	1109752	进口/国产	国产	2017-02-28	1602
434	0	1109752	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼#$餐桌	2017-02-28	1602
435	0	1109766	产品产地	中国大陆	2017-02-28	1602
436	0	1109766	分类	咖啡/可可饮料	2017-02-28	1602
437	0	1109766	包装	独立包装	2017-02-28	1602
438	0	1109766	包装件数	13-20	2017-02-28	1602
439	0	1109766	单件容量	251mL-600mL	2017-02-28	1602
440	0	1109766	是否含糖	含糖	2017-02-28	1602
441	0	1109766	进口/国产	国产	2017-02-28	1602
442	0	1109766	适用场景	亲子#$其它#$出游#$熬夜/加班#$运动#$送礼	2017-02-28	1602
443	0	1111833	产品产地	中国大陆	2017-02-28	1602
444	0	1111833	功能饮料	运动饮料	2017-02-28	1602
445	0	1111833	包装	独立包装	2017-02-28	1602
446	0	1111833	包装件数	7-12	2017-02-28	1602
447	0	1111833	单件容量	601mL-1000mL	2017-02-28	1602
448	0	1111833	口味	其它	2017-02-28	1602
449	0	1111833	是否含糖	含糖	2017-02-28	1602
450	0	1111833	果汁成分含量	100%以下	2017-02-28	1602
451	0	1111833	进口/国产	国产	2017-02-28	1602
452	0	1111833	适用场景	出游#$熬夜/加班#$运动#$餐桌	2017-02-28	1602
453	0	1111837	产品产地	中国大陆	2017-02-28	1602
454	0	1111837	分类	功能饮料	2017-02-28	1602
455	0	1111837	功能饮料	运动饮料	2017-02-28	1602
456	0	1111837	包装	独立包装	2017-02-28	1602
457	0	1111837	包装件数	7-12	2017-02-28	1602
458	0	1111837	单件容量	601mL-1000mL	2017-02-28	1602
459	0	1111837	口味	其它	2017-02-28	1602
460	0	1111837	是否含糖	含糖	2017-02-28	1602
461	0	1111837	果汁成分含量	100%以下	2017-02-28	1602
462	0	1111837	碳酸饮料分类	其它	2017-02-28	1602
463	0	1111837	茶饮料系列	其它	2017-02-28	1602
464	0	1111837	进口/国产	国产	2017-02-28	1602
